Epoch: [0][2500/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 5.4767 (5.2129)	Prec@1 0.000 (1.120)	Prec@5 0.000 (5.078)
Epoch: [0][2520/9537], lr: 0.01000	Time 0.231 (0.233)	Data 0.000 (0.001)	Loss 5.1842 (5.2098)	Prec@1 0.000 (1.111)	Prec@5 0.000 (5.157)
Epoch: [0][2540/9537], lr: 0.01000	Time 0.228 (0.233)	Data 0.000 (0.001)	Loss 5.8062 (5.2084)	Prec@1 0.000 (1.102)	Prec@5 0.000 (5.116)
Epoch: [0][2560/9537], lr: 0.01000	Time 0.229 (0.233)	Data 0.000 (0.001)	Loss 4.5368 (5.2075)	Prec@1 0.000 (1.093)	Prec@5 0.000 (5.115)
Epoch: [0][2580/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 4.2901 (5.2038)	Prec@1 0.000 (1.085)	Prec@5 0.000 (5.114)
Epoch: [0][2600/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 5.2756 (5.2003)	Prec@1 0.000 (1.115)	Prec@5 0.000 (5.152)
Epoch: [0][2620/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 5.7987 (5.1988)	Prec@1 0.000 (1.106)	Prec@5 0.000 (5.113)
Epoch: [0][2640/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 4.6636 (5.1952)	Prec@1 0.000 (1.136)	Prec@5 0.000 (5.187)
Epoch: [0][2660/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 5.1141 (5.1932)	Prec@1 0.000 (1.165)	Prec@5 0.000 (5.224)
Epoch: [0][2680/9537], lr: 0.01000	Time 0.231 (0.233)	Data 0.000 (0.001)	Loss 4.7768 (5.1896)	Prec@1 0.000 (1.156)	Prec@5 0.000 (5.259)
Epoch: [0][2700/9537], lr: 0.01000	Time 0.229 (0.233)	Data 0.000 (0.001)	Loss 5.5823 (5.1856)	Prec@1 0.000 (1.148)	Prec@5 0.000 (5.257)
Epoch: [0][2720/9537], lr: 0.01000	Time 0.231 (0.233)	Data 0.000 (0.001)	Loss 4.1173 (5.1836)	Prec@1 0.000 (1.139)	Prec@5 0.000 (5.219)
Epoch: [0][2740/9537], lr: 0.01000	Time 0.229 (0.233)	Data 0.000 (0.001)	Loss 5.5187 (5.1796)	Prec@1 0.000 (1.131)	Prec@5 0.000 (5.254)
Epoch: [0][2760/9537], lr: 0.01000	Time 0.229 (0.233)	Data 0.000 (0.001)	Loss 4.7677 (5.1782)	Prec@1 0.000 (1.123)	Prec@5 0.000 (5.216)
Epoch: [0][2780/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 4.4133 (5.1752)	Prec@1 0.000 (1.115)	Prec@5 0.000 (5.178)
Epoch: [0][2800/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 3.8809 (5.1727)	Prec@1 0.000 (1.107)	Prec@5 0.000 (5.177)
Epoch: [0][2820/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 4.1429 (5.1696)	Prec@1 0.000 (1.134)	Prec@5 0.000 (5.175)
Epoch: [0][2840/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 4.4231 (5.1671)	Prec@1 0.000 (1.126)	Prec@5 0.000 (5.139)
Epoch: [0][2860/9537], lr: 0.01000	Time 0.230 (0.233)	Data 0.000 (0.001)	Loss 4.3618 (5.1667)	Prec@1 0.000 (1.118)	Prec@5 0.000 (5.103)
